Iteration,Location,Date_Ref,Date_Target,MaskedP,Band,n1,n2,t1,f,minNx,w1,w2,MSLE,MSE,R2,UP,KP,Total_Time_Sec,Time_Sec,Time_Min,Time_Hours,Time_Days
1,france,20210328,20210822,31.07,7,14,200,0.01,1,4,0.5,0.5,0.133441017,41650.48094,0.768166782,0,100,140,20.1587966,2,0,0
2,france,20210328,20210822,31.07,7,14,200,0.01,1,4,0.5,0.5,0.145623566,41774.4504,0.767476748,0,100,135,14.9932333,2,0,0
3,france,20210328,20210822,31.07,7,14,200,0.01,1,4,0.5,0.5,0.140418811,41715.99778,0.767802105,0,100,137,16.8202985,2,0,0
4,france,20210328,20210822,31.07,7,14,200,0.01,1,4,0.5,0.5,0.135299353,41703.22882,0.767873179,0,100,143,22.7323773,2,0,0
5,france,20210328,20210822,31.07,7,14,200,0.01,1,4,0.5,0.5,0.133917718,41680.29114,0.768000854,0,100,140,20.0878123,2,0,0
1,france,20210328,20210822,31.07,8,14,200,0.01,1,4,0.5,0.5,0.22721693,41926.6876,0.739714699,0,100,120,0.0754432,2,0,0
2,france,20210328,20210822,31.07,8,14,200,0.01,1,4,0.5,0.5,0.226350612,41745.13657,0.740841787,0,100,117,57.4635851,1,0,0
3,france,20210328,20210822,31.07,8,14,200,0.01,1,4,0.5,0.5,0.228218877,41828.46281,0.740324489,0,100,118,58.255864,1,0,0
4,france,20210328,20210822,31.07,8,14,200,0.01,1,4,0.5,0.5,0.229802323,41774.63888,0.740658633,0,100,115,54.6302627,1,0,0
5,france,20210328,20210822,31.07,8,14,200,0.01,1,4,0.5,0.5,0.223590807,41832.22593,0.740301127,0,100,121,0.9059693,2,0,0
1,france,20210328,20210822,31.07,9,14,200,0.01,1,4,0.5,0.5,0.206317247,41572.50175,0.71710162,0,100,147,27.2662772,2,0,0
2,france,20210328,20210822,31.07,9,14,200,0.01,1,4,0.5,0.5,0.220763578,41683.53053,0.716346075,0,100,147,26.9761905,2,0,0
3,france,20210328,20210822,31.07,9,14,200,0.01,1,4,0.5,0.5,0.202905772,41666.75221,0.716460251,0,100,146,26.0842503,2,0,0
4,france,20210328,20210822,31.07,9,14,200,0.01,1,4,0.5,0.5,0.1974497,41591.50262,0.71697232,0,100,142,21.9587699,2,0,0
5,france,20210328,20210822,31.07,9,14,200,0.01,1,4,0.5,0.5,0.202395621,41664.26948,0.716477146,0,100,144,23.9391547,2,0,0
1,france,20210328,20210822,31.07,10,14,200,0.01,1,4,0.5,0.5,0.221737019,29463.704,0.702713191,0,100,155,35.091998,2,0,0
2,france,20210328,20210822,31.07,10,14,200,0.01,1,4,0.5,0.5,0.213879348,29520.39468,0.702141186,0,100,156,36.4620708,2,0,0
3,france,20210328,20210822,31.07,10,14,200,0.01,1,4,0.5,0.5,0.20582144,29451.16943,0.702839664,0,100,157,36.7680092,2,0,0
4,france,20210328,20210822,31.07,10,14,200,0.01,1,4,0.5,0.5,0.218102793,29475.53837,0.702593783,0,100,157,37.4275182,2,0,0
5,france,20210328,20210822,31.07,10,14,200,0.01,1,4,0.5,0.5,0.215223733,29451.72015,0.702834107,0,100,159,39.2345159,2,0,0
